country,sku_config,product_name,main_category,sec_category,brand,selling_price,items_sold,product_link,ranking
KE,BY957ST12SGNDNAFAMZ,Nail Glue 401 BYB Bond Glue,Beauty & perfumes,"Hand, feet & nail care",Byb,296,15,https://www.jumia.co.KE/35335156.html?seller_product=1,15
KE,GE840ST17DA5INAFAMZ,24Pcs Detachable False Nails DIY Nail Art-Matte Blue,Beauty & perfumes,"Hand, feet & nail care",Generic,289,15,https://www.jumia.co.KE/47134827.html?seller_product=1,16
KE,JU506BM0DFWZ5NAFAMZ,Atomic Habits By James CLear,Books & Stationery,Foreign Language Books,Jumia Book,800,15,https://www.jumia.co.KE/58577522.html?seller_product=1,1
KE,FA113FC091FQ9NAFAMZ,Reflective Waterproof Large Capacity School Backpack,Boys,Accessories,Fashion,550,15,https://www.jumia.co.KE/58538151.html?seller_product=1,5
KE,FA113ST0TL1LBNAFAMZ,12Pcs Makeup Brushes Get 1 Free Poratable Organize Bag-Pink,Beauty & perfumes,Make up,Fashion,759,15,https://www.jumia.co.KE/30709694.html?seller_product=1,28
KE,FA113ST02VYAVNAFAMZ,Makeup Sponge Soft Blender Puff Foudation Sponge-(8Pcs),Beauty & perfumes,Make up,Fashion,699,15,https://www.jumia.co.KE/32005840.html?seller_product=1,29
KE,HA462HB0663BPNAFAMZ,Cotton Buds 200pieces,Beauty & perfumes,Make up,Hanan,110,15,https://www.jumia.co.KE/14916301.html?seller_product=1,30
KE,FA113ST0H5IJ1NAFAMZ,12Pcs Make Up Brushes Set With Storage Bag,Beauty & perfumes,Make up,Fashion,450,15,https://www.jumia.co.KE/56701882.html?seller_product=1,31
KE,GE840HB1C5K7VNAFAMZ,12Pcs Make Up Brushes Set With Storage Bag,Beauty & perfumes,Make up,Fashion,629,15,https://www.jumia.co.KE/15018808.html?seller_product=1,32
KE,SA949EA1LF7FLNAFAMZ,64 GB Cruzer Blade USB Flash Disk,Computing,Storage,Sandisk,650,15,https://www.jumia.co.KE/58574469.html?seller_product=1,88
KE,SA949EA114R4XNAFAMZ,64GB OTG Dual Drive 3.0 Flashdisk,Computing,Storage,Sandisk,899,15,https://www.jumia.co.KE/58576326.html?seller_product=1,89
KE,SA949EA0IKPPZNAFAMZ,64GB High Speed Compact USB Flash Disk,Computing,Storage,Sandisk,850,15,https://www.jumia.co.KE/34599113.html?seller_product=1,90
KE,MA717ST0V9TT6NAFAMZ,SuperStay 30H Active Wear Foundation- 64 CHESTNUT,Beauty & perfumes,Makeup,Maybelline New York,1299,15,https://www.jumia.co.KE/43662525.html?seller_product=1,72
KE,MA274HB0MR0JDNAFAMZ,Superstay Matte Ink Liquid Lipstick - 35 Creator,Beauty & perfumes,Makeup,Maybelline New York,1020,15,https://www.jumia.co.KE/16911283.html?seller_product=1,73
KE,MA717ST0H8R0MNAFAMZ,Fit Me Powder 356 Warm Coconut,Beauty & perfumes,Makeup,Maybelline New York,1100,15,https://www.jumia.co.KE/43716982.html?seller_product=1,74
